
 Lista de Imóveis da Caixa;;Data de geração:;27/10/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8787709635293 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;RUA RUI BARBOSA, N. SN, Apto 204, BL J QD 04 CHACARA 10 ;52.631,16;127.000,00;58.56;Apartamento, 0.00 de área total, 46.79 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709635293
 8787711898662 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;RUA RUY BARBOSA, N. SN, Apto 204, BL 05 ;55.946,50;135.000,00;58.56;Apartamento, 0.00 de área total, 46.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711898662
 8787713989959 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 1, N. SN, Apto 205, LT 16, BL 6, RUA RUY BARBOSA ;57.189,76;138.000,00;58.56;Apartamento, 0.00 de área total, 46.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713989959
 8787714803760 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 7, N. SN, Apto 102, LT 06C ;52.216,74;126.000,00;58.56;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714803760
 8444420338013 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO B ;RUA 4, N. SN, Apto 201, Q 22 ;53.874,41;130.000,00;58.56;Apartamento, 0.00 de área total, 50.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420338013
 8787706900131 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO B ;QUADRA 42, N. SN, Apto 101, LOTE 11 - RUA 05 ;57.189,76;138.000,00;58.56;Apartamento, 0.00 de área total, 51.94 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706900131
 8787706694680 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO ;QUADRA 46, N. SN, Apto 201, RUA 4, LT 04 ;62.859,15;150.000,00;58.10;Apartamento, 0.00 de área total, 51.84 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706694680
 8444427293570 ;GO ;CIDADE OCIDENTAL ;OCIDENTAL PARQUE ;QUADRA 31, N. SN, Apto 103, LT 01 R 38 ;62.440,08;149.000,00;58.10;Apartamento, 0.00 de área total, 50.35 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427293570
 8444428952713 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 11, N. SN, Apto 102, LT 09 RUA 03 ;58.249,47;139.000,00;58.10;Apartamento, 0.00 de área total, 53.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428952713
 8444421580306 ;GO ;CIDADE OCIDENTAL ;PARQUE ARAGUARI ;QUADRA 29B, N. SN, Apto 201, LT 11 VG 04 FRENTE PARA AV JOAQUIM GIL ;64.954,45;155.000,00;58.10;Apartamento, 0.00 de área total, 57.55 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421580306
 8444424049490 ;GO ;CIDADE OCIDENTAL ;PARQUE ARAGUARI ;QUADRA 43, N. 49, Apto 105, PAV TERREO ;58.668,54;140.000,00;58.10;Apartamento, 0.00 de área total, 47.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424049490
 8787706617022 ;GO ;CIDADE OCIDENTAL ;PARQUE ARAGUARI ;QUADRA 42, N. SN, Apto 202, LT 50 QD 42 RUA MACEIO ;62.859,15;150.000,00;58.10;Apartamento, 0.00 de área total, 62.03 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706617022
 8444427113505 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 3, N. SN, Apto 303, RUA RUI BARBOSA LT 13 BL 03 VG GARAGEM ;58.668,54;140.000,00;58.10;Apartamento, 0.00 de área total, 53.32 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427113505
 8444428215263 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 1, N. SN, Apto 807, LT A VG N 807 BL 08 RUA RUI BARBOSA ;62.859,15;150.000,00;58.10;Apartamento, 0.00 de área total, 53.86 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428215263
 8787713971650 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 1, N. SN, Apto 101, RUA RUY BARBOSA LT 16 ;62.859,15;150.000,00;58.10;Apartamento, 0.00 de área total, 46.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713971650
 8444426467702 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO A ;R Q QUADRA 2, N. SN, Apto 401, LT 36 Q 02 ;63.697,27;152.000,00;58.10;Apartamento, 0.00 de área total, 58.65 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426467702
 8444417872551 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO B ;RUA 04, N. SN, Apto 102, QD 30, LT 13 ;15.613,42;37.000,00;57.81;Apartamento, 0.00 de área total, 50.03 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417872551
 8555527819541 ;GO ;CIDADE OCIDENTAL ;PARQUE ARAGUARI ;QUADRA 50, N. S/N, Apto 16, QD 50 LT 19 ;55.890,54;132.000,00;57.66;Apartamento, 0.00 de área total, 55.67 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555527819541
 8444422647390 ;GO ;CIDADE OCIDENTAL ;OCIDENTAL PARQUE ;QUADRA 9, N. SN, Apto 102, RUA 27 LT 02 VG GARAGEM 102 ;71.725,23;169.000,00;57.56;Apartamento, 0.00 de área total, 51.12 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422647390
 8444427777586 ;GO ;CIDADE OCIDENTAL ;OCIDENTAL PARQUE ;QUADRA 2, N. SN, Apto 203, RUA 22 LT 05 BL A VG GARAGEM 203 ;65.809,21;155.060,59;57.56;Apartamento, 0.00 de área total, 58.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427777586
 8444428676236 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS B ;RUA 28, N. SN, Apto 203, LT 08 QD 61 ;67.056,73;158.000,00;57.56;Apartamento, 0.00 de área total, 58.32 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428676236
 8444422626776 ;GO ;CIDADE OCIDENTAL ;COLINA VERDE ;QUADRA 9 RUA CRISTO REDENTOR, N. SN, Apto 104, LT 19 QD 9 ;72.786,26;171.500,00;57.56;Apartamento, 0.00 de área total, 55.03 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422626776
 8444414048904 ;GO ;CIDADE OCIDENTAL ;SAO MATEUS ;QUADRA 15B, N. SN, LT 27 RUA 06 ;48.865,63;114.000,00;57.14;Casa, 0.00 de área total, 48.20 de área privativa, 225.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414048904
 8555540046100 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 1, N. SN, Apto 101, BL 11 CHAC 04 RUA DUQUE DE CAXIAS ;44.884,19;103.000,00;56.43;Apartamento, 0.00 de área total, 42.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540046100
 8444403988552 ;GO ;CIDADE OCIDENTAL ;MAN REC ESTRELA DALV ;AVENIDA 5, N. SN, QD 106 LT 09 CS 07 ;50.367,11;115.200,00;56.28;Casa, 0.00 de área total, 47.23 de área privativa, 81.34 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403988552
 8444408030187 ;GO ;CIDADE OCIDENTAL ;OCIDENTAL PARQUE ;QUADRA 6, N. SN, Apto 204, BL B, LT 37 ;54.214,59;124.000,00;56.28;Apartamento, 0.00 de área total, 56.05 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408030187
 8555533710963 ;GO ;CIDADE OCIDENTAL ;OCIDENTAL PARQUE ;QUADRA 7, N. SN, Apto 106, BL A LT 01  TIPO 2 ;51.591,31;118.000,00;56.28;Apartamento, 0.00 de área total, 45.31 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555533710963
 8444427535531 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS B ;QUADRA 78, N. SN, Apto 203, LT 08 VG 203 RUA 32 GLEBA B ;54.214,59;124.000,00;56.28;Apartamento, 0.00 de área total, 48.28 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427535531
 8444410373819 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;RUA 2, N. SN, Apto 102, QUADRA 7 LOTE 09 ;54.651,80;125.000,00;56.28;Apartamento, 0.00 de área total, 48.63 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410373819
 8444418441449 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 44, N. SN, Apto 204, LT 29, QD 44, RUA 17 ;54.651,80;125.000,00;56.28;Apartamento, 0.00 de área total, 48.44 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418441449
 8444425749887 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 34, N. SN, Apto 203, LT 31, RUA 16 ;52.465,73;120.000,00;56.28;Apartamento, 0.00 de área total, 45.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425749887
 8787708157096 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;RUA 7, N. SN, Apto 301, QUADRA 33 LOTE 02 ;52.028,52;119.000,00;56.28;Apartamento, 0.00 de área total, 50.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708157096
 8444423686683 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO A ;QUADRA 4, N. SN, Apto 102, LT 61 RUA 04 ;51.591,31;118.000,00;56.28;Apartamento, 0.00 de área total, 53.59 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423686683
 1787700527392 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 05 LT22 RUA DUQUE DE CAXIAS, N. SN, Apto 101, BL 01, TERREO, VG 101 ;62.170,20;142.000,00;56.22;Apartamento, 0.00 de área total, 53.86 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700527392
 8444413579590 ;GO ;CIDADE OCIDENTAL ;SAO MATEUS ;RUA 6, N. 29, LT 29 QD 15B ;63.483,66;145.000,00;56.22;Casa, 0.00 de área total, 68.20 de área privativa, 225.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413579590
 8444426138660 ;GO ;CIDADE OCIDENTAL ;M REC ESTR DALVA III ;AVENIDA 07, QD 123, CH 06, CS 31 ;46.231,15;105.000,00;55.98;Casa, 0.00 de área total, 75.85 de área privativa, 100.80 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426138660
 8444419820664 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 44 (RUA 10), N. S/N, Apto 201, QD 44, LT 03 ;47.992,33;109.000,00;55.98;Apartamento, 0.00 de área total, 53.73 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419820664
 8444410550036 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 11, N. SN, Apto 104, LT 12, QD 11, RUA 16 ;41.967,41;95.000,00;55.83;Apartamento, 0.00 de área total, 49.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410550036
 8444425477364 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO A ;QUADRA 04, N. S/N, Apto 303, QD 04, LT 67 ;54.345,41;123.000,00;55.82;Apartamento, 0.00 de área total, 59.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425477364
 8444413952186 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO B ;RUA 04, Apto 102, QD 31, LT 25 ;51.590,14;116.764,01;55.82;Apartamento, 0.00 de área total, 50.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413952186
 8444424707870 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO ESTR ;QUADRA 110, N. SN, Apto 101, LT 08 VG 101  AVENIDA 4 ;57.047,15;129.052,38;55.80;Apartamento, 0.00 de área total, 48.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424707870
 8444427048053 ;GO ;CIDADE OCIDENTAL ;MANSOES DE RECREIO S ;AVENIDA CURITIBA, N. SN, CS B, LT 20, QD 16-A ;59.676,27;135.000,00;55.80;Casa, 0.00 de área total, 54.52 de área privativa, 112.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427048053
 8444421123258 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS B ;QUADRA 68, N. SN, Apto 101, LT 06, QD 68, AV 02 ;59.676,27;135.000,00;55.80;Apartamento, 0.00 de área total, 53.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421123258
 8444416678670 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;RUA 20, N. SN, Apto 103, LT 19 QD 06 PAVIMENTO TERREO ;60.339,34;136.500,00;55.80;Apartamento, 0.00 de área total, 55.03 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416678670
 8444416867074 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 16, N. SN, Apto 203, LT 11 RUA 04 ;55.697,85;126.000,00;55.80;Apartamento, 0.00 de área total, 51.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416867074
 8787706831288 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 6, N. SN, Apto 103, LT 10, RUA 21 ;57.466,04;130.000,00;55.80;Apartamento, 0.00 de área total, 53.59 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706831288
 8787707792650 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 4, N. SN, Apto 201, LT 19  RUA 02 ;61.225,05;138.503,67;55.80;Apartamento, 0.00 de área total, 50.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707792650
 8787708942168 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 39, N. SN, Apto 203, LT 07 ;57.908,08;131.000,00;55.80;Apartamento, 0.00 de área total, 51.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708942168
 8444429526475 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 9, N. SN, Apto 290, LT 26 RUA DUQUE DE CAXIAS ;60.803,70;137.550,48;55.80;Apartamento, 0.00 de área total, 54.04 de área privativa, 0.00 de área do terreno, a.serv, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429526475
 8787708911939 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;RUA RUI BARBOSA, N. SN, Apto 202, BL E CH 10 QD 04 ;58.350,13;132.000,00;55.80;Apartamento, 0.00 de área total, 46.79 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708911939
 8444426150989 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO B ;QUADRA 40, N. SN, Apto 101, LT 25  RUA 4 ;58.261,72;131.800,00;55.80;Apartamento, 0.00 de área total, 62.48 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426150989
 8444421740281 ;GO ;CIDADE OCIDENTAL ;DOM BOSCO ;QUADRA 1, N. SN, CS 02, LOTE  39 RUA JOSE SEBASTIAO PIN ;59.676,27;135.000,00;55.80;Casa, 0.00 de área total, 66.26 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421740281
 8444410980766 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO B ;QUADRA 54, N. SN, Apto 202, LT 02, RUA 04 ;35.468,52;80.000,00;55.67;Apartamento, 0.00 de área total, 63.86 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410980766
 8555539980890 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 01, N. SN, Apto 102, BL 19, CH 04 ;42.879,80;96.000,00;55.34;Apartamento, 42.00 de área total, 42.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539980890
 8555536636152 ;GO ;CIDADE OCIDENTAL ;LOT OCIDENTAL PARK ;QUADRA 6, N. SN, Apto 202, LT36, RUA 27 RES VENEZA III ;67.049,76;150.000,00;55.31;Apartamento, 0.00 de área total, 56.03 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536636152
 8444424091314 ;GO ;CIDADE OCIDENTAL ;MANSOES SULESTE ;QUADRA C, N. SN, Apto 102, LT 08 VG 102  RUA JOSE GADIOLI DOS SAN ;62.579,77;140.000,00;55.31;Apartamento, 0.00 de área total, 49.73 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424091314
 8444425745547 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 5, N. SN, Apto 1511, BL 15, QD 05, R DUQUE DE CAXIAS ;65.708,76;147.000,00;55.31;Apartamento, 0.00 de área total, 53.86 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425745547
 8444426168314 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 5, N. SN, Apto 1108, LT 15, BL 11, VG 1108 ;66.155,76;148.000,00;55.31;Apartamento, 0.00 de área total, 53.86 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426168314
 8787707222013 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 3, N. SN, Apto 807, BL 08 RUA OSWALDO CRUZ CHAC 15 ;64.367,76;144.000,00;55.31;Apartamento, 0.00 de área total, 49.84 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707222013
