
 Lista de Imóveis da Caixa;;Data de geração:;27/10/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444425775179 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XVI ;RUA 87, N. 0, LOTE 19 B  QUADRA 240 ;45.420,27;137.000,00;66.85;Casa, 0.00 de área total, 70.00 de área privativa, 180.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425775179
 8444412350964 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XII ;QUADRA 29, N. SN, LT 15C QD 29 FRENTE COM RUA VINICIO ;44.757,20;135.000,00;66.85;Casa, 0.00 de área total, 64.38 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412350964
 8787701301248 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ I ;Rua 11, QD 37, LT 07-B ;32.064,68;96.000,00;66.60;Casa, 0.00 de área total, 56.40 de área privativa, 210.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701301248
 8444427839310 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ I ;RUA 11, N. SN, LT 16B QD 39 ;50.287,32;150.000,00;66.48;Casa, 0.00 de área total, 69.70 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427839310
 8444422990370 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ II ;RUA 23, N. SN, LT 3A ;50.287,32;150.000,00;66.48;Casa, 0.00 de área total, 68.62 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422990370
 8444417361670 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XII ;QUADRA 125 RUA MARIE PAPADICH, N. SN, LT 11A ;49.851,49;148.700,00;66.48;Casa, 0.00 de área total, 67.81 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417361670
 8444416395539 ;GO ;SANTO ANTONIO DO DESCOBERTO ;VILA RAIO DE LUZ ;QUADRA 9 RUA CECILIA MEIRELES, N. SN, LT 08 ;48.611,07;145.000,00;66.48;Casa, 0.00 de área total, 69.51 de área privativa, 180.12 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416395539
 8444422026744 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XI ;RUA 65, N. SN, LT 03 QD 91 ;48.611,07;145.000,00;66.48;Casa, 0.00 de área total, 69.95 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422026744
 8444426818742 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XIII ;QUADRA 163, N. SN, LT 22A RUA 62 ;56.022,07;165.000,00;66.05;Casa, 0.00 de área total, 65.63 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426818742
 8444429548614 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XII ;RUA ALAIDES SOARES DUTRA, N. SN, LT 05A QD 59 ;57.719,71;170.000,00;66.05;Casa, 0.00 de área total, 66.95 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429548614
 8444404265112 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ II ;QUADRA 61, N. SN, LT 34B RUA 22 ;37.601,58;110.000,00;65.82;Casa, 0.00 de área total, 62.00 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404265112
 8444405622210 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XI ;QUADRA 122, N. SN, LT 15B RUA 91 ;33.940,09;98.000,00;65.37;Casa, 0.00 de área total, 62.00 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405622210
 1444415405796 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ I ;RUA 5, N. 0, UNID QD22 LT2B ;45.050,29;130.000,00;65.35;Casa, 0.00 de área total, 59.04 de área privativa, 224.70 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415405796
 1444415147797 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ I ;RUA 11, N. 0, UNID QUADRA 32 LT9D ;50.786,92;145.000,00;64.98;Casa, 0.00 de área total, 59.00 de área privativa, 225.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415147797
 1444419109440 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ I ;QUADRA 26, N. SN, RUA 05 LT 04B ;54.289,47;155.000,00;64.98;Casa, 0.00 de área total, 62.10 de área privativa, 1027.90 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419109440
 10171238 ;GO ;SANTO ANTONIO DO DESCOBERTO ;MANSOES BITTENCOURT ;Q QD 60 LT 124-A, RUA DA GLÓRIA - LOT MANSÕES BITTENCOUR ;183.179,79;521.000,00;64.85;Terreno, 0.00 de área total, 0.00 de área privativa, 1835.80 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10171238
 8555512494048 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ I ;QUADRA 15, QD 15, LT 11-B Rua 03 ;46.352,60;130.000,00;64.35;Casa, 0.00 de área total, 66.24 de área privativa, 329.16 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555512494048
 8444426206127 ;GO ;SANTO ANTONIO DO DESCOBERTO ;CENTRO ;QUADRA 28, N. SN, LT 15A RUA 16 ;52.661,99;145.000,00;63.69;Casa, 0.00 de área total, 69.03 de área privativa, 250.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426206127
 8444426414404 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ I ;RUA 18, N. SN, LT 06 QD 28 ;55.930,67;154.000,00;63.69;Casa, 0.00 de área total, 67.60 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426414404
 8444426892900 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XIV ;RUA 45, N. SN, QD 114 LT 17B ;55.385,89;152.500,00;63.69;Casa, 0.00 de área total, 68.37 de área privativa, 154.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426892900
 8444425896049 ;GO ;SANTO ANTONIO DO DESCOBERTO ;VILA RAIO DE LUZ ;RUA RIBEIRO COUTO, N. SN, LT 19 QD 3 ;52.661,99;145.000,00;63.69;Casa, 0.00 de área total, 69.95 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425896049
 8444423547497 ;GO ;SANTO ANTONIO DO DESCOBERTO ;CENTRO ;QUADRA 114, N. SN, Apto 102, RUA 45 LT 12 PQ ESTRELA DALVA XIV ;58.851,48;160.000,00;63.22;Apartamento, 0.00 de área total, 75.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423547497
 8444409718751 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XII ;QUADRA 74, N. SN, LT 11B ;60.690,58;165.000,00;63.22;Casa, 0.00 de área total, 66.63 de área privativa, 225.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409718751
 8444416244689 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XII ;QUADRA 117, N. SN, LT 04B RUA ILIZIA ;63.265,33;172.000,00;63.22;Casa, 0.00 de área total, 89.90 de área privativa, 270.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416244689
 1444414812525 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE SANTO ANTONIO ;QUADRA 20, N. SN, LOTE 55A QD20 ;38.883,44;105.000,00;62.97;Casa, 0.00 de área total, 64.00 de área privativa, 180.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414812525
 8444406856592 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE SANTO ANTONIO ;RUA 20, N. SN, LT 62 QD 25 ;48.563,63;129.358,46;62.46;Casa, 0.00 de área total, 59.04 de área privativa, 240.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406856592
 8444424960258 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ II ;RUA 26, N. SN, LT 03A QD 70 ;69.468,24;185.000,00;62.45;Casa, 0.00 de área total, 69.90 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424960258
 8444411862945 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XII ;RUA ALIDA GARRONE, N. SN, LT 16B QD 50 ;43.086,64;113.000,00;61.88;Casa, 0.00 de área total, 69.06 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411862945
 8444407958453 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE SANTO ANTONIO ;RUA 16 QD20, N. SN, LT58A ;43.994,70;115.000,00;61.75;Casa, 0.00 de área total, 64.00 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407958453
 8444401880665 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XI ;RUA 114, N. SN, LOTE 13A QD 93 ;47.437,76;124.000,00;61.75;Casa, 0.00 de área total, 63.86 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401880665
 8444424139953 ;GO ;SANTO ANTONIO DO DESCOBERTO ;CENTRO ;QUADRA 108, N. SN, LT 08B ;61.452,49;160.000,00;61.60;Casa, 0.00 de área total, 116.00 de área privativa, 225.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424139953
 1444418140572 ;GO ;SANTO ANTONIO DO DESCOBERTO ;VILA ESPERANCA ;QUADRA 8, N. SN, LT 17 - RUA 12 COM A RUA 08 ;67.213,67;175.000,00;61.60;Casa, 0.00 de área total, 60.46 de área privativa, 258.58 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418140572
 1444419588240 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XII ;QUADRA 125, N. SN, LOTE 0507E ;69.134,05;180.000,00;61.60;Casa, 0.00 de área total, 59.85 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419588240
 8444426065280 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ I ;RUA 18, N. SN, LOTE 05D QUADRA 28 ;52.216,73;135.000,00;61.33;Casa, 0.00 de área total, 67.60 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426065280
 8444408239760 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XII ;RUA ALIDA GARRONE QD49, N. SN, LT15B ;50.282,78;130.000,00;61.33;Casa, 0.00 de área total, 63.00 de área privativa, 240.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408239760
 8444412218152 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XII ;RUA THEREZA DUTRA, N. SN, LT 04B QD 12 ;50.282,78;130.000,00;61.33;Casa, 0.00 de área total, 63.00 de área privativa, 225.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412218152
 8444413759025 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XII ;RUA DR JOAO MAURICIO DE MEDEIROS, N. SN, LOTE 08A QD 31 ;52.216,73;135.000,00;61.33;Casa, 0.00 de área total, 69.06 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413759025
 8444423146360 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ I ;RUA 10 QD30, N. SN, LT05 ;55.148,42;141.000,00;60.89;Casa, 0.00 de área total, 63.00 de área privativa, 192.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423146360
 8444423820576 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ I ;RUA 10, N. SN, LOTE 8 QUADRA 30 ;55.930,67;143.000,00;60.89;Casa, 0.00 de área total, 63.00 de área privativa, 192.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423820576
 8444425097600 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ I ;RUA 2, N. SN, LOTE 16B QUADRA 8 ;60.233,03;154.000,00;60.89;Casa, 0.00 de área total, 69.95 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425097600
 8444423772814 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ II ;QUADRA 64, N. SN, LT 28B  RUA 23 ;55.148,42;141.000,00;60.89;Casa, 0.00 de área total, 65.02 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423772814
 8444426419686 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XVI ;RUA 87, N. SN, LOTE 08 QUADRA 227 ;60.233,03;154.000,00;60.89;Casa, 0.00 de área total, 63.22 de área privativa, 181.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426419686
 8444417082402 ;GO ;SANTO ANTONIO DO DESCOBERTO ;VILA RAIO DE LUZ ;RUA RIBEIRO COUTO QD05, N. SN, LT26 ;58.668,54;150.000,00;60.89;Casa, 0.00 de área total, 66.03 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417082402
 8444418980129 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE SANTO ANTONIO ;RUA 20 QD 16, N. SN, LT15A ;65.359,09;165.000,00;60.39;Casa, 0.00 de área total, 69.55 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418980129
 8444424574170 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XIII ;RUA 68 QD153, N. SN, LT32D ;63.378,51;160.000,00;60.39;Casa, 0.00 de área total, 69.50 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424574170
 8444426549458 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XVI ;RUA 87, N. SN, LOTE 25B QUADRA 240 ;63.378,51;160.000,00;60.39;Casa, 0.00 de área total, 80.01 de área privativa, 180.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426549458
 8444427392757 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XVI ;RUA 87, N. SN, LOTE 03A QUADRA 221 ;70.112,48;177.000,00;60.39;Casa, 0.00 de área total, 69.70 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427392757
 1444417743133 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ I ;QUADRA 15, N. SN, LOTE 02B ;48.408,41;121.000,00;60.00;Casa, 0.00 de área total, 56.70 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417743133
 1444417893380 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ II ;QUADRA 55, N. SN, LOTE 30 ;40.404,88;100.000,00;59.60;Casa, 0.00 de área total, 49.80 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417893380
 8555502013411 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XII ;RUA RIBEIRO COUTO, N. SN, LT 14A QD 127 ;40.000,83;99.000,00;59.60;Casa, 0.00 de área total, 49.87 de área privativa, 225.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502013411
 8444428168605 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XVI ;RUA 87 QD240, N. SN, LT31B ;84.353,33;208.594,55;59.57;Casa, 0.00 de área total, 80.45 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428168605
 8444410711943 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ I ;QUADRA 39, N. SN, LT 17A RUA 11 ;44.675,64;109.356,19;59.15;Casa, 0.00 de área total, 68.98 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410711943
 8444427339449 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ II ;RUA 26, N. SN, QD 69 LT 0305 D ;45.755,73;112.000,00;59.15;Casa, 0.00 de área total, 69.54 de área privativa, 154.28 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427339449
 8444403483426 ;GO ;SANTO ANTONIO DO DESCOBERTO ;FAZENDA CAPOEIRINHA ;AVENIDA OLIMPICA, N. SN, Q 6B LOTE 13 ;42.896,00;105.000,00;59.15;Casa, 0.00 de área total, 61.50 de área privativa, 180.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403483426
 1444416289617 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XII ;RUA ROSARIO DE SANTA FE QD52, N. SN, LT03B ;58.434,15;143.000,00;59.14;Casa, 0.00 de área total, 64.00 de área privativa, 222.87 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416289617
 8444423791231 ;GO ;SANTO ANTONIO DO DESCOBERTO ;PARQUE ESTRELA DALVA XII ;RUA CECILIA MEIRELES, N. SN, LOTE 12A QUADRA 82 ;60.068,68;147.000,00;59.14;Casa, 0.00 de área total, 69.65 de área privativa, 225.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423791231
 1444418835740 ;GO ;SANTO ANTONIO DO DESCOBERTO ;FAZENDA CAPOEIRINHA ;AVENIDA OLIMPICA, N. SN, LT23 ;57.003,94;139.500,00;59.14;Casa, 0.00 de área total, 76.50 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418835740
 8555508384365 ;GO ;SANTO ANTONIO DO DESCOBERTO ;CENTRO ;QUADRA 90, N. SN, LT 238 ;51.236,07;125.000,00;59.02;Casa, 0.00 de área total, 58.05 de área privativa, 210.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555508384365
 8444402732228 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ I ;RUA 13, N. SN, LT 03 QD 44 ;47.956,96;117.000,00;59.02;Casa, 0.00 de área total, 62.00 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402732228
 8444423790413 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ I ;QUADRA 30, N. SN, RUA 10 LT 09 ;51.236,07;125.000,00;59.02;Casa, 0.00 de área total, 63.00 de área privativa, 192.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423790413
 8555502785449 ;GO ;SANTO ANTONIO DO DESCOBERTO ;JARDIM ANA BEATRIZ I ;R Q QUADRA 25, N. SN, LT 06B Q 25 ;51.236,07;125.000,00;59.02;Casa, 0.00 de área total, 59.04 de área privativa, 240.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502785449
